%
%
% Run:000   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 104400.00781        0.5007      0.188863 
 104400.00781        0.5461      0.135723 
 104400.00781        0.5827      0.068828 
 104400.00781        0.5972      0.000000 
 104700.00781        0.4621      0.218379 
 104700.00781        0.4858      0.165406 
 104700.00781        0.5092      0.090144 
 104700.00781        0.5198      0.000000 
 105000.00781        0.4227      0.229298 
 105000.00781        0.4256      0.175996 
 105000.00781        0.4259      0.098444 
 105000.00781        0.4259      0.000000 
 105300.00781        0.3824      0.222392 
 105300.00781        0.3633      0.166338 
 105300.00781        0.3434      0.089187 
 105300.00781        0.3337      0.000000 
 105600.00781        0.3414      0.194258 
 105600.00781        0.3005      0.139544 
 105600.00781        0.2702      0.070395 
 105600.00781        0.2590      0.000000 
 105900.00781        0.2999      0.148382 
 105900.00781        0.2468      0.101554 
 105900.00781        0.2134      0.051288 
 105900.00781        0.2035      0.000000 
 106200.00781        0.2581      0.098921 
 106200.00781        0.2099      0.061563 
 106200.00781        0.1764      0.031817 
 106200.00781        0.1645      0.000000 
 106500.00781        0.2160      0.062508 
 106500.00781        0.1853      0.028305 
 106500.00781        0.1571      0.010810 
 106500.00781        0.1449      0.000000 
 106800.00781        0.1735      0.045265 
 106800.00781        0.1628      0.008839 
 106800.00781        0.1509      0.004693 
 106800.00781        0.1451      0.000000 
 107100.00781        0.1306      0.044336 
 107100.00781        0.1394      0.008039 
 107100.00781        0.1497      0.005301 
 107100.00781        0.1547      0.000000 
 107400.00781        0.0876      0.060741 
 107400.00781        0.1175      0.025741 
 107400.00781        0.1442      0.009268 
 107400.00781        0.1560      0.000000 
 107700.00781        0.0444      0.097382 
 107700.00781        0.0933      0.058185 
 107700.00781        0.1267      0.029468 
 107700.00781        0.1380      0.000000 
 108000.00781        0.0009      0.148387 
 108000.00781        0.0570      0.098589 
 108000.00781        0.0916      0.048651 
 108000.00781        0.1020      0.000000 
 108300.00781       -0.0429      0.197689 
 108300.00781        0.0038      0.138014 
 108300.00781        0.0375      0.068471 
 108300.00781        0.0498      0.000000 
 108600.00781       -0.0868      0.230254 
 108600.00781       -0.0592      0.168698 
 108600.00781       -0.0329      0.088697 
 108600.00781       -0.0215      0.000000 
 108900.00781       -0.1304      0.243588 
 108900.00781       -0.1227      0.184220 
 108900.00781       -0.1141      0.101464 
 108900.00781       -0.1098      0.000000 
 109200.00781       -0.1738      0.241030 
 109200.00781       -0.1852      0.181114 
 109200.00781       -0.1976      0.099109 
 109200.00781       -0.2034      0.000000 
 109500.00781       -0.2169      0.220985 
 109500.00781       -0.2484      0.160908 
 109500.00781       -0.2748      0.083497 
 109500.00781       -0.2862      0.000000 
 109800.00781       -0.2596      0.182523 
 109800.00781       -0.3074      0.127768 
 109800.00781       -0.3394      0.063807 
 109800.00781       -0.3500      0.000000 
 110100.00781       -0.3015      0.133317 
 110100.00781       -0.3536      0.088303 
 110100.00781       -0.3868      0.044936 
 110100.00781       -0.3970      0.000000 
 110400.00781       -0.3427      0.087753 
 110400.00781       -0.3847      0.050862 
 110400.00781       -0.4161      0.025179 
 110400.00781       -0.4281      0.000000 
 110700.00781       -0.3830      0.057558 
 110700.00781       -0.4073      0.022438 
 110700.00781       -0.4304      0.005876 
 110700.00781       -0.4406      0.000000 
 111000.00781       -0.4227      0.044374 
 111000.00781       -0.4290      0.008397 
 111000.00781       -0.4348      0.005154 
 111000.00781       -0.4374      0.000000 
 111300.00781       -0.4616      0.045614 
 111300.00781       -0.4503      0.011573 
 111300.00781       -0.4369      0.001732 
 111300.00781       -0.4303      0.000000 
 111600.00781       -0.4995      0.063093 
 111600.00781       -0.4696      0.030478 
 111600.00781       -0.4441      0.013215 
 111600.00781       -0.4333      0.000000 
 111900.00781       -0.5366      0.097824 
 111900.00781       -0.4920      0.060858 
 111900.00781       -0.4625      0.030991 
 111900.00781       -0.4530      0.000000 
 112200.00781       -0.5728      0.142022 
 112200.00781       -0.5257      0.096194 
 112200.00781       -0.4959      0.047526 
 112200.00781       -0.4869      0.000000 
 112500.00781       -0.6082      0.181040 
 112500.00781       -0.5722      0.128688 
 112500.00781       -0.5447      0.064644 
 112500.00781       -0.5341      0.000000 
 112800.00781       -0.6425      0.203618 
 112800.00781       -0.6247      0.151786 
 112800.00781       -0.6055      0.081014 
 112800.00781       -0.5967      0.000000 
 113100.00781       -0.6756      0.208915 
 113100.00781       -0.6758      0.160417 
 113100.00781       -0.6735      0.089319 
 113100.00781       -0.6718      0.000000 
 113400.00781       -0.7074      0.199797 
 113400.00781       -0.7249      0.152191 
 113400.00781       -0.7411      0.083816 
 113400.00781       -0.7482      0.000000 
 113700.00781       -0.7378      0.174965 
 113700.00781       -0.7731      0.128861 
 113700.00781       -0.8013      0.067069 
 113700.00781       -0.8129      0.000000 
 114000.00781       -0.7668      0.134079 
 114000.00781       -0.8160      0.094489 
 114000.00781       -0.8487      0.047034 
 114000.00781       -0.8597      0.000000 
 114300.00781       -0.7942      0.084322 
 114300.00781       -0.8464      0.054946 
 114300.00781       -0.8798      0.027889 
 114300.00781       -0.8902      0.000000 
 114600.00781       -0.8198      0.038217 
 114600.00781       -0.8627      0.017604 
 114600.00781       -0.8939      0.008311 
 114600.00781       -0.9056      0.000000 
 114900.00781       -0.8438      0.006029 
 114900.00781       -0.8703      0.011250 
 114900.00781       -0.8938      0.010640 
 114900.00781       -0.9039      0.000000 
 115200.00781       -0.8662      0.010197 
 115200.00781       -0.8759      0.027007 
 115200.00781       -0.8840      0.022300 
 115200.00781       -0.8874      0.000000 
 115500.00781       -0.8869      0.012827 
 115500.00781       -0.8804      0.027039 
 115500.00781       -0.8708      0.021010 
 115500.00781       -0.8658      0.000000 
 115800.00781       -0.9060      0.000970 
 115800.00781       -0.8826      0.012345 
 115800.00781       -0.8610      0.008686 
 115800.00781       -0.8516      0.000000 
 116100.00781       -0.9233      0.026733 
 116100.00781       -0.8860      0.013237 
 116100.00781       -0.8601      0.007198 
 116100.00781       -0.8513      0.000000 
 116400.00781       -0.9390      0.064390 
 116400.00781       -0.8977      0.044138 
 116400.00781       -0.8716      0.022007 
 116400.00781       -0.8638      0.000000 
 116700.00781       -0.9532      0.099383 
 116700.00781       -0.9206      0.073382 
 116700.00781       -0.8964      0.036805 
 116700.00781       -0.8875      0.000000 
 117000.00781       -0.9657      0.120481 
 117000.00781       -0.9495      0.094645 
 117000.00781       -0.9320      0.051387 
 117000.00781       -0.9239      0.000000 
 117300.00781       -0.9763      0.124956 
 117300.00781       -0.9773      0.103171 
 117300.00781       -0.9742      0.059899 
 117300.00781       -0.9719      0.000000 
 117600.00781       -0.9851      0.115470 
 117600.00781       -1.0022      0.096202 
 117600.00781       -1.0167      0.056215 
 117600.00781       -1.0227      0.000000 
 117900.00781       -0.9920      0.092065 
 117900.00781       -1.0255      0.074479 
 117900.00781       -1.0529      0.040903 
 117900.00781       -1.0643      0.000000 
 118200.00781       -0.9970      0.053518 
 118200.00781       -1.0445      0.041558 
 118200.00781       -1.0774      0.020682 
 118200.00781       -1.0891      0.000000 
 118500.00781       -0.9999      0.004534 
 118500.00781       -1.0529      0.002466 
 118500.00781       -1.0867      0.000981 
 118500.00781       -1.0972      0.000000 
 118800.00781       -1.0008      0.044004 
 118800.00781       -1.0473      0.036148 
 118800.00781       -1.0793      0.018343 
 118800.00781       -1.0906      0.000000 
 119100.00781       -0.9995      0.081212 
 119100.00781       -1.0312      0.067774 
 119100.00781       -1.0571      0.037610 
 119100.00781       -1.0679      0.000000 
 119400.00781       -0.9964      0.102530 
 119400.00781       -1.0111      0.087629 
 119400.00781       -1.0240      0.051827 
 119400.00781       -1.0294      0.000000 
 119700.00781       -0.9915      0.109532 
 119700.00781       -0.9900      0.092588 
 119700.00781       -0.9854      0.054554 
 119700.00781       -0.9827      0.000000 
 120000.00781       -0.9846      0.102878 
 120000.00781       -0.9667      0.082372 
 120000.00781       -0.9481      0.045229 
 120000.00781       -0.9396      0.000000 
 120300.00781       -0.9758      0.080696 
 120300.00781       -0.9427      0.060079 
 120300.00781       -0.9179      0.029953 
 120300.00781       -0.9086      0.000000 
 120600.00781       -0.9653      0.045930 
 120600.00781       -0.9247      0.030705 
 120600.00781       -0.8988      0.014812 
 120600.00781       -0.8910      0.000000 
 120900.00781       -0.9532      0.009392 
 120900.00781       -0.9174      0.000685 
 120900.00781       -0.8928      0.000398 
 120900.00781       -0.8845      0.000000 
 121200.00781       -0.9394      0.016557 
 121200.00781       -0.9182      0.023240 
 121200.00781       -0.8986      0.014262 
 121200.00781       -0.8901      0.000000 
 121500.00781       -0.9239      0.026085 
 121500.00781       -0.9201      0.035796 
 121500.00781       -0.9124      0.025119 
 121500.00781       -0.9082      0.000000 
 121800.00781       -0.9065      0.020668 
 121800.00781       -0.9191      0.033561 
 121800.00781       -0.9287      0.025347 
 121800.00781       -0.9324      0.000000 
 122100.00781       -0.8875      0.001824 
 122100.00781       -0.9161      0.016001 
 122100.00781       -0.9407      0.013039 
 122100.00781       -0.9511      0.000000 
 122400.00781       -0.8667      0.031790 
 122400.00781       -0.9103      0.013994 
 122400.00781       -0.9423      0.006503 
 122400.00781       -0.9545      0.000000 
 122700.00781       -0.8442      0.077864 
 122700.00781       -0.8960      0.051614 
 122700.00781       -0.9295      0.026637 
 122700.00781       -0.9403      0.000000 
 123000.00781       -0.8199      0.126792 
 123000.00781       -0.8681      0.090561 
 123000.00781       -0.9000      0.045714 
 123000.00781       -0.9106      0.000000 
 123300.00781       -0.7939      0.166677 
 123300.00781       -0.8280      0.123765 
 123300.00781       -0.8546      0.064683 
 123300.00781       -0.8654      0.000000 
 123600.00781       -0.7663      0.190416 
 123600.00781       -0.7824      0.145633 
 123600.00781       -0.7972      0.080086 
 123600.00781       -0.8038      0.000000 
 123900.00781       -0.7373      0.198063 
 123900.00781       -0.7359      0.152499 
 123900.00781       -0.7331      0.084986 
 123900.00781       -0.7315      0.000000 
 124200.00781       -0.7069      0.191260 
 124200.00781       -0.6883      0.143138 
 124200.00781       -0.6693      0.076803 
 124200.00781       -0.6607      0.000000 
 124500.00781       -0.6751      0.168600 
 124500.00781       -0.6401      0.120028 
 124500.00781       -0.6126      0.060544 
 124500.00781       -0.6020      0.000000 
 124800.00781       -0.6421      0.131378 
 124800.00781       -0.5972      0.088308 
 124800.00781       -0.5680      0.043254 
 124800.00781       -0.5587      0.000000 
 125100.00781       -0.6081      0.089568 
 125100.00781       -0.5659      0.054543 
 125100.00781       -0.5380      0.027070 
 125100.00781       -0.5290      0.000000 
 125400.00781       -0.5732      0.056773 
 125400.00781       -0.5451      0.026103 
 125400.00781       -0.5221      0.010871 
 125400.00781       -0.5126      0.000000 
 125700.00781       -0.5372      0.040976 
 125700.00781       -0.5278      0.009148 
 125700.00781       -0.5163      0.002218 
 125700.00781       -0.5106      0.000000 
 126000.00781       -0.5001      0.041833 
 126000.00781       -0.5086      0.007610 
 126000.00781       -0.5150      0.004963 
 126000.00781       -0.5174      0.000000 
 126300.00781       -0.4621      0.057183 
 126300.00781       -0.4877      0.022529 
 126300.00781       -0.5106      0.005714 
 126300.00781       -0.5205      0.000000 
 126600.00781       -0.4233      0.087894 
 126600.00781       -0.4647      0.051128 
 126600.00781       -0.4962      0.024865 
 126600.00781       -0.5084      0.000000 
 126900.00781       -0.3835      0.132048 
 126900.00781       -0.4338      0.088055 
 126900.00781       -0.4670      0.045130 
 126900.00781       -0.4777      0.000000 
 127200.00781       -0.3428      0.179624 
 127200.00781       -0.3893      0.126450 
 127200.00781       -0.4204      0.064017 
 127200.00781       -0.4306      0.000000 
 127500.00781       -0.3012      0.217503 
 127500.00781       -0.3324      0.158518 
 127500.00781       -0.3572      0.082324 
 127500.00781       -0.3673      0.000000 
 127800.00781       -0.2590      0.237678 
 127800.00781       -0.2702      0.177920 
 127800.00781       -0.2818      0.096510 
 127800.00781       -0.2873      0.000000 
 128100.00781       -0.2163      0.239948 
 128100.00781       -0.2083      0.180767 
 128100.00781       -0.2008      0.099174 
 128100.00781       -0.1974      0.000000 
 128400.00781       -0.1733      0.226159 
 128400.00781       -0.1465      0.165987 
 128400.00781       -0.1219      0.087868 
 128400.00781       -0.1113      0.000000 
 128700.00781       -0.1299      0.195258 
 128700.00781       -0.0860      0.136676 
 128700.00781       -0.0532      0.068461 
 128700.00781       -0.0409      0.000000 
 129000.00781       -0.0863      0.149699 
 129000.00781       -0.0337      0.099041 
 129000.00781        0.0001      0.048444 
 129000.00781        0.0108      0.000000 
 129300.00781       -0.0429      0.101647 
 129300.00781        0.0040      0.060697 
 129300.00781        0.0354      0.029755 
 129300.00781        0.0459      0.000000 
 129600.00781        0.0004      0.065914 
 129600.00781        0.0298      0.029863 
 129600.00781        0.0543      0.011658 
 129600.00781        0.0645      0.000000 
 129900.00781        0.0437      0.049652 
 129900.00781        0.0521      0.013094 
 129900.00781        0.0618      0.001351 
 129900.00781        0.0667      0.000000 
 130200.00781        0.0870      0.051472 
 130200.00781        0.0758      0.013989 
 130200.00781        0.0655      0.001615 
 130200.00781        0.0610      0.000000 
 130500.00781        0.1301      0.069386 
 130500.00781        0.1004      0.032526 
 130500.00781        0.0739      0.012049 
 130500.00781        0.0626      0.000000 
 130800.00781        0.1729      0.103852 
 130800.00781        0.1278      0.064436 
 130800.00781        0.0946      0.032539 
 130800.00781        0.0825      0.000000 
 131100.00000        0.2156      0.149952 
 131100.00000        0.1654      0.102847 
 131100.00000        0.1325      0.052658 
 131100.00000        0.1221      0.000000 
 131400.00000        0.2582      0.194271 
 131400.00000        0.2176      0.139477 
 131400.00000        0.1889      0.071215 
 131400.00000        0.1788      0.000000 
 131700.00000        0.3004      0.223346 
 131700.00000        0.2800      0.165844 
 131700.00000        0.2613      0.088001 
 131700.00000        0.2528      0.000000 
 132000.00000        0.3420      0.231799 
 132000.00000        0.3438      0.175940 
 132000.00000        0.3429      0.096886 
 132000.00000        0.3419      0.000000 
 132300.00000        0.3830      0.221398 
 132300.00000        0.4055      0.166899 
 132300.00000        0.4255      0.091025 
 132300.00000        0.4342      0.000000 
 132600.00000        0.4233      0.193268 
 132600.00000        0.4654      0.139771 
 132600.00000        0.4996      0.072191 
 132600.00000        0.5133      0.000000 
 132900.00000        0.4626      0.147401 
 132900.00000        0.5191      0.100269 
 132900.00000        0.5573      0.049022 
 132900.00000        0.5704      0.000000 
 133200.00000        0.5009      0.092228 
 133200.00000        0.5579      0.056571 
 133200.00000        0.5944      0.027318 
 133200.00000        0.6059      0.000000 
 133500.00000        0.5380      0.044503 
 133500.00000        0.5798      0.017731 
 133500.00000        0.6107      0.006943 
 133500.00000        0.6222      0.000000 
 133800.00000        0.5739      0.016608 
 133800.00000        0.5928      0.007837 
 133800.00000        0.6108      0.010334 
 133800.00000        0.6191      0.000000 
 134100.00000        0.6087      0.010137 
 134100.00000        0.6051      0.014948 
 134100.00000        0.6027      0.016722 
 134100.00000        0.6019      0.000000 
 134400.00000        0.6424      0.021884 
 134400.00000        0.6185      0.002366 
 134400.00000        0.5960      0.007404 
 134400.00000        0.5861      0.000000 
 134700.00000        0.6749      0.051145 
 134700.00000        0.6331      0.026526 
 134700.00000        0.6000      0.012408 
 134700.00000        0.5872      0.000000 
 135000.00000        0.7063      0.094997 
 135000.00000        0.6554      0.064494 
 135000.00000        0.6212      0.033678 
 135000.00000        0.6100      0.000000 
 135300.00000        0.7366      0.141008 
 135300.00000        0.6923      0.102638 
 135300.00000        0.6620      0.052765 
 135300.00000        0.6519      0.000000 
 135600.00000        0.7657      0.173372 
 135600.00000        0.7414      0.131537 
 135600.00000        0.7204      0.069862 
 135600.00000        0.7114      0.000000 
 135900.00000        0.7934      0.183793 
 135900.00000        0.7933      0.143806 
 135900.00000        0.7896      0.080350 
 135900.00000        0.7871      0.000000 
 136200.00000        0.8195      0.173061 
 136200.00000        0.8420      0.135907 
 136200.00000        0.8605      0.076337 
 136200.00000        0.8682      0.000000 
 136500.00000        0.8441      0.143582 
 136500.00000        0.8872      0.108372 
 136500.00000        0.9226      0.057527 
 136500.00000        0.9368      0.000000 
 136800.00000        0.8670      0.095818 
 136800.00000        0.9259      0.066822 
 136800.00000        0.9668      0.032524 
 136800.00000        0.9812      0.000000 
 137100.00000        0.8880      0.037113 
 137100.00000        0.9491      0.020191 
 137100.00000        0.9882      0.008794 
 137100.00000        1.0006      0.000000 
 137400.00000        0.9070      0.015269 
 137400.00000        0.9533      0.021848 
 137400.00000        0.9865      0.012773 
 137400.00000        0.9984      0.000000 
 137700.00000        0.9242      0.047047 
 137700.00000        0.9462      0.050189 
 137700.00000        0.9663      0.031073 
 137700.00000        0.9753      0.000000 
 138000.00000        0.9397      0.055593 
 138000.00000        0.9374      0.059065 
 138000.00000        0.9366      0.038794 
 138000.00000        0.9366      0.000000 
 138300.00000        0.9534      0.044471 
 138300.00000        0.9297      0.047278 
 138300.00000        0.9077      0.030311 
 138300.00000        0.8981      0.000000 
 138600.00000        0.9653      0.015470 
 138600.00000        0.9233      0.018345 
 138600.00000        0.8897      0.010355 
 138600.00000        0.8765      0.000000 
 138900.00000        0.9755      0.028184 
 138900.00000        0.9243      0.019971 
 138900.00000        0.8895      0.011496 
 138900.00000        0.8778      0.000000 
 139200.00000        0.9841      0.073988 
 139200.00000        0.9397      0.058163 
 139200.00000        0.9094      0.030770 
 139200.00000        0.8993      0.000000 
 139500.00000        0.9911      0.105551 
 139500.00000        0.9675      0.086536 
 139500.00000        0.9471      0.047378 
 139500.00000        0.9384      0.000000 
 139800.00000        0.9962      0.114252 
 139800.00000        0.9979      0.097495 
 139800.00000        0.9953      0.057067 
 139800.00000        0.9930      0.000000 
 140100.00000        0.9994      0.100990 
 140100.00000        1.0242      0.087713 
 140100.00000        1.0440      0.052179 
 140100.00000        1.0521      0.000000 
 140400.00000        1.0007      0.068734 
 140400.00000        1.0460      0.058235 
 140400.00000        1.0826      0.032454 
 140400.00000        1.0973      0.000000 
 140700.00000        1.0000      0.018898 
 140700.00000        1.0602      0.015125 
 140700.00000        1.1020      0.006658 
 140700.00000        1.1168      0.000000 
 141000.00000        0.9972      0.040591 
 141000.00000        1.0584      0.032158 
 141000.00000        1.0976      0.017559 
 141000.00000        1.1103      0.000000 
 141300.00000        0.9922      0.092367 
 141300.00000        1.0374      0.073777 
 141300.00000        1.0699      0.039010 
 141300.00000        1.0816      0.000000 
 141600.00000        0.9851      0.122549 
 141600.00000        1.0053      0.100797 
 141600.00000        1.0240      0.056462 
 141600.00000        1.0325      0.000000 
 141900.00000        0.9762      0.129062 
 141900.00000        0.9719      0.107815 
 141900.00000        0.9696      0.063015 
 141900.00000        0.9691      0.000000 
 142200.00000        0.9656      0.115801 
 142200.00000        0.9401      0.094296 
 142200.00000        0.9171      0.053602 
 142200.00000        0.9072      0.000000 
 142500.00000        0.9531      0.085242 
 142500.00000        0.9103      0.064271 
 142500.00000        0.8763      0.033212 
 142500.00000        0.8631      0.000000 
 142800.00000        0.9389      0.041371 
 142800.00000        0.8883      0.025807 
 142800.00000        0.8538      0.011304 
 142800.00000        0.8422      0.000000 
 143100.00000        0.9232      0.003284 
 143100.00000        0.8805      0.011494 
 143100.00000        0.8511      0.007670 
 143100.00000        0.8413      0.000000 
 143400.00000        0.9060      0.032955 
 143400.00000        0.8843      0.038311 
 143400.00000        0.8653      0.023395 
 143400.00000        0.8573      0.000000 
 143700.00000        0.8871      0.039815 
 143700.00000        0.8904      0.047566 
 143700.00000        0.8891      0.031897 
 143700.00000        0.8874      0.000000 
 144000.00000        0.8664      0.025157 
 144000.00000        0.8922      0.036503 
 144000.00000        0.9124      0.026290 
 144000.00000        0.9206      0.000000 
 144300.00000        0.8441      0.007708 
 144300.00000        0.8892      0.006739 
 144300.00000        0.9253      0.006614 
 144300.00000        0.9396      0.000000 
 144600.00000        0.8201      0.056566 
 144600.00000        0.8785      0.035557 
 144600.00000        0.9192      0.018665 
 144600.00000        0.9337      0.000000 
 144900.00000        0.7943      0.113510 
 144900.00000        0.8528      0.081056 
 144900.00000        0.8905      0.042157 
 144900.00000        0.9027      0.000000 
 145200.00000        0.7667      0.162235 
 145200.00000        0.8093      0.120343 
 145200.00000        0.8400      0.062433 
 145200.00000        0.8509      0.000000 
 145500.00000        0.7375      0.189752 
 145500.00000        0.7558      0.145184 
 145500.00000        0.7731      0.078384 
 145500.00000        0.7809      0.000000 
 145800.00000        0.7070      0.194224 
 145800.00000        0.7016      0.150658 
 145800.00000        0.6989      0.084067 
 145800.00000        0.6984      0.000000 
 146100.00000        0.6752      0.179591 
 146100.00000        0.6496      0.136582 
 146100.00000        0.6274      0.074801 
 146100.00000        0.6179      0.000000 
 146400.00000        0.6422      0.148870 
 146400.00000        0.6006      0.106928 
 146400.00000        0.5674      0.054842 
 146400.00000        0.5545      0.000000 
 146700.00000        0.6080      0.106015 
 146700.00000        0.5589      0.069248 
 146700.00000        0.5250      0.033081 
 146700.00000        0.5134      0.000000 
 147000.00000        0.5729      0.061981 
 147000.00000        0.5305      0.032608 
 147000.00000        0.5016      0.014282 
 147000.00000        0.4920      0.000000 
 147300.00000        0.5370      0.031305 
 147300.00000        0.5137      0.005560 
 147300.00000        0.4944      0.001034 
 147300.00000        0.4866      0.000000 
 147600.00000        0.5000      0.021970 
 147600.00000        0.5003      0.005309 
 147600.00000        0.4969      0.009996 
 147600.00000        0.4943      0.000000 
 147900.00000        0.4621      0.033207 
 147900.00000        0.4837      0.002733 
 147900.00000        0.5000      0.006633 
 147900.00000        0.5063      0.000000 
 148200.00000        0.4232      0.061498 
 148200.00000        0.4628      0.028303 
 148200.00000        0.4948      0.010161 
 148200.00000        0.5077      0.000000 
 148500.00000        0.3835      0.104272 
 148500.00000        0.4359      0.066159 
 148500.00000        0.4737      0.033469 
 148500.00000        0.4874      0.000000 
 148800.00000        0.3429      0.155480 
 148800.00000        0.3973      0.107970 
 148800.00000        0.4327      0.055726 
 148800.00000        0.4444      0.000000 
 149100.00000        0.3014      0.201585 
 149100.00000        0.3434      0.145033 
 149100.00000        0.3725      0.074574 
 149100.00000        0.3826      0.000000 
 149400.00000        0.2591      0.229467 
 149400.00000        0.2793      0.169823 
 149400.00000        0.2974      0.089536 
 149400.00000        0.3051      0.000000 
 149700.00000        0.2164      0.235444 
 149700.00000        0.2139      0.177257 
 149700.00000        0.2148      0.096545 
 149700.00000        0.2162      0.000000 
 150000.00000        0.1733      0.222739 
 150000.00000        0.1515      0.166396 
 150000.00000        0.1337      0.090540 
 150000.00000        0.1265      0.000000 
 150300.00000        0.1300      0.194878 
 150300.00000        0.0925      0.140130 
 150300.00000        0.0621      0.072940 
 150300.00000        0.0499      0.000000 
 150600.00000        0.0864      0.154954 
 150600.00000        0.0396      0.104469 
 150600.00000        0.0059      0.051310 
 150600.00000       -0.0061      0.000000 
 150900.00000        0.0429      0.110399 
 150900.00000       -0.0023      0.067373 
 150900.00000       -0.0325      0.031711 
 150900.00000       -0.0424      0.000000 
 151200.00000       -0.0005      0.073691 
 151200.00000       -0.0316      0.036693 
 151200.00000       -0.0545      0.015532 
 151200.00000       -0.0628      0.000000 
 151500.00000       -0.0438      0.054753 
 151500.00000       -0.0541      0.018897 
 151500.00000       -0.0649      0.003863 
 151500.00000       -0.0700      0.000000 
 151800.00000       -0.0870      0.055490 
 151800.00000       -0.0768      0.017715 
 151800.00000       -0.0708      0.001074 
 151800.00000       -0.0691      0.000000 
 152100.00000       -0.1301      0.072887 
 152100.00000       -0.1026      0.033195 
 152100.00000       -0.0801      0.010688 
 152100.00000       -0.0709      0.000000 
 152400.00000       -0.1730      0.103997 
 152400.00000       -0.1320      0.062031 
 152400.00000       -0.0999      0.029587 
 152400.00000       -0.0874      0.000000 
 152700.00000       -0.2157      0.145429 
 152700.00000       -0.1679      0.097943 
 152700.00000       -0.1349      0.050405 
 152700.00000       -0.1235      0.000000 
 153000.00000       -0.2581      0.188662 
 153000.00000       -0.2150      0.133127 
 153000.00000       -0.1865      0.068476 
 153000.00000       -0.1772      0.000000 
 153300.00000       -0.3003      0.220993 
 153300.00000       -0.2732      0.160414 
 153300.00000       -0.2524      0.083085 
 153300.00000       -0.2447      0.000000 
 153600.00000       -0.3420      0.234187 
 153600.00000       -0.3359      0.174134 
 153600.00000       -0.3275      0.092871 
 153600.00000       -0.3232      0.000000 
 153900.00000       -0.3829      0.228269 
 153900.00000       -0.3964      0.171360 
 153900.00000       -0.4047      0.093501 
 153900.00000       -0.4072      0.000000 
 154200.00000       -0.4231      0.206837 
 154200.00000       -0.4527      0.152798 
 154200.00000       -0.4765      0.082199 
 154200.00000       -0.4860      0.000000 
 154500.00000       -0.4624      0.172850 
 154500.00000       -0.5043      0.122132 
 154500.00000       -0.5367      0.062472 
 154500.00000       -0.5492      0.000000 
 154800.00000       -0.5008      0.129933 
 154800.00000       -0.5483      0.085335 
 154800.00000       -0.5812      0.041212 
 154800.00000       -0.5927      0.000000 
 155100.00000       -0.5380      0.085974 
 155100.00000       -0.5808      0.049527 
 155100.00000       -0.6093      0.022606 
 155100.00000       -0.6188      0.000000 
 155400.00000       -0.5740      0.051818 
 155400.00000       -0.6021      0.021305 
 155400.00000       -0.6229      0.007402 
 155400.00000       -0.6306      0.000000 
 155700.00000       -0.6089      0.034688 
 155700.00000       -0.6178      0.005748 
 155700.00000       -0.6267      0.002951 
 155700.00000       -0.6309      0.000000 
 156000.00000       -0.6426      0.035016 
 156000.00000       -0.6335      0.005418 
 156000.00000       -0.6270      0.004564 
 156000.00000       -0.6248      0.000000 
 156300.00000       -0.6752      0.049838 
 156300.00000       -0.6511      0.019714 
 156300.00000       -0.6306      0.004801 
 156300.00000       -0.6221      0.000000 
 156600.00000       -0.7066      0.076465 
 156600.00000       -0.6712      0.045229 
 156600.00000       -0.6431      0.021699 
 156600.00000       -0.6322      0.000000 
 156900.00000       -0.7366      0.111429 
 156900.00000       -0.6964      0.076213 
 156900.00000       -0.6683      0.039708 
 156900.00000       -0.6586      0.000000 
 157200.00000       -0.7655      0.146934 
 157200.00000       -0.7305      0.105791 
 157200.00000       -0.7070      0.054975 
 157200.00000       -0.6992      0.000000 
 157500.00000       -0.7931      0.172064 
 157500.00000       -0.7730      0.127716 
 157500.00000       -0.7569      0.066865 
 157500.00000       -0.7508      0.000000 
 157800.00000       -0.8192      0.179757 
 157800.00000       -0.8183      0.137157 
 157800.00000       -0.8137      0.074140 
 157800.00000       -0.8108      0.000000 
 158100.00000       -0.8437      0.169998 
 158100.00000       -0.8607      0.131602 
 158100.00000       -0.8711      0.073170 
 158100.00000       -0.8743      0.000000 
 158400.00000       -0.8665      0.146028 
 158400.00000       -0.8983      0.111676 
 158400.00000       -0.9227      0.061500 
 158400.00000       -0.9324      0.000000 
 158700.00000       -0.8877      0.110686 
 158700.00000       -0.9305      0.080640 
 158700.00000       -0.9632      0.041891 
 158700.00000       -0.9758      0.000000 
 159000.00000       -0.9071      0.067198 
 159000.00000       -0.9553      0.043723 
 159000.00000       -0.9889      0.020434 
 159000.00000       -1.0007      0.000000 
 159300.00000       -0.9246      0.022122 
 159300.00000       -0.9693      0.007286 
 159300.00000       -0.9988      0.001334 
 159300.00000       -1.0086      0.000000 
 159600.00000       -0.9402      0.015015 
 159600.00000       -0.9721      0.022584 
 159600.00000       -0.9945      0.014425 
 159600.00000       -1.0025      0.000000 
 159900.00000       -0.9539      0.036847 
 159900.00000       -0.9680      0.041107 
 159900.00000       -0.9798      0.025825 
 159900.00000       -0.9848      0.000000 
 160200.00000       -0.9659      0.041938 
 160200.00000       -0.9625      0.045547 
 160200.00000       -0.9603      0.029704 
 160200.00000       -0.9598      0.000000 
 160500.00000       -0.9760      0.032728 
 160500.00000       -0.9580      0.035944 
 160500.00000       -0.9420      0.023477 
